speed,speed_limit,speed_avg_week,speed_avg_time,speed_avg_week_time,speed_avg,seconds,air_temperature,wind_direction,wind_speed_ms,segangle,time,weekend,drifting,dry,fog,freezing,none,snow,thunder,wet,living_street,motorway,motorway_link,primary,residential,secondary,secondary_link,service,tertiary,track,trunk,trunk_link,unclassified,unpaved
42.8299999237,56,47.04487897015237,45.89257312610221,46.69981617745058,46.44629145038065,4.9,10.5,010,5.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
61.1399993896,56,47.04487897015237,45.89257312610221,46.69981617745058,46.44629145038065,0.0,10.0,010,5.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
70.86000061035,56,47.04487897015237,45.89257312610221,46.69981617745058,46.44629145038065,4.9,10.0,010,5.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
66.94999694823333,56,47.04487897015237,45.89257312610221,46.69981617745058,46.44629145038065,10.0,10.0,010,5.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
38.33500003815001,56,47.04487897015237,45.89257312610221,46.69981617745058,46.44629145038065,5.1,10.0,010,5.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20.389999866479997,56,47.04487897015237,45.89257312610221,46.69981617745058,46.44629145038065,15.0,10.0,010,5.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
60.6633313497,56,47.04487897015237,45.89257312610221,46.69981617745058,46.44629145038065,10.0,10.0,010,5.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
50.7899971008,56,47.04487897015237,45.89257312610221,46.69981617745058,46.44629145038065,0.0,10.5,010,5.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
38.9300003052,56,47.04487897015237,45.89257312610221,46.69981617745058,46.44629145038065,0.0,10.5,010,5.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
43.524999618500004,40,47.04487897015237,45.89257312610221,46.69981617745058,46.44629145038065,5.0,6.5,230,23.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
