trip_id,trip_segmentno,segmentkey,segmentid,ev_kwh
575,-1,-1,-1,0.6097564696999882
575,-1,-1,-1,0.0
575,-1,-1,-1,0.6097564696999882
575,-1,-1,-1,0.0
575,-1,-1,-1,0.0
575,-1,-1,-1,0.0
575,-1,-1,-1,0.0
575,-1,-1,-1,0.0
575,-1,-1,-1,0.0
575,-1,-1,-1,0.0
575,-1,-1,-1,0.0
575,-1,-1,-1,0.0
575,-1,-1,-1,0.6097564697000166
575,-1,-1,-1,0.0
575,-1,-1,-1,0.0
575,-1,-1,-1,0.0
575,-1,-1,-1,0.0
575,-1,-1,-1,0.0
575,-1,-1,-1,0.0
575,-1,-1,-1,0.0
575,-1,-1,-1,0.0
575,-1,-1,-1,0.0
575,-1,-1,-1,0.0
575,-1,-1,-1,0.0
575,-1,-1,-1,0.0
575,-1,-1,-1,0.0
575,-1,-1,-1,0.0
575,-1,-1,-1,0.0
575,-1,-1,-1,0.0
575,-1,-1,-1,0.0
575,-1,-1,-1,0.0
575,-1,-1,-1,0.0
575,-1,-1,-1,0.0
575,-1,-1,-1,0.0
575,-1,-1,-1,0.0
575,-1,-1,-1,0.0
575,-1,-1,-1,0.3658447266000025
575,-1,-1,-1,0.0
575,-1,-1,-1,0.0
575,-1,-1,-1,0.9756088256999932
575,-1,-1,-1,0.0
575,-1,-1,-1,0.0
575,-1,-1,-1,0.0
575,-1,-1,-1,0.0
575,-1,-1,-1,0.0
575,-1,-1,-1,0.0
575,-1,-1,-1,0.0
575,-1,-1,-1,0.0
575,-1,-1,-1,0.0
575,-1,-1,-1,0.0
575,-1,-1,-1,0.0
575,-1,-1,-1,0.0
575,-1,-1,-1,0.0
575,-1,-1,-1,0.12194824220001975
575,-1,-1,-1,0.0
575,-1,-1,-1,0.0
575,-1,-1,-1,0.0
575,-1,-1,-1,0.0
575,-1,-1,-1,0.0
575,-1,-1,-1,0.7317047120000097
575,-1,-1,-1,0.0
575,-1,-1,-1,0.0
575,-1,-1,-1,0.0
575,-1,-1,-1,0.0
575,-1,-1,-1,0.0
575,-1,-1,-1,0.0
575,-1,-1,-1,1.3414611815999962
575,-1,-1,-1,0.0
575,-1,-1,-1,0.0
575,-1,-1,-1,0.7317047119000079
575,-1,-1,-1,0.0
575,-1,-1,-1,0.0
575,-1,-1,-1,0.0
575,-1,-1,-1,0.0
575,-1,-1,-1,0.9756164550999812
575,-1,-1,-1,0.0
575,-1,-1,-1,0.0
575,-1,-1,-1,0.0
575,-1,-1,-1,0.0
575,-1,-1,-1,0.0
575,-1,-1,-1,0.0
575,-1,-1,-1,0.0
575,-1,-1,-1,0.0
575,-1,-1,-1,0.0
575,-1,-1,-1,0.0
575,-1,-1,-1,0.0
575,-1,-1,-1,0.0
575,-1,-1,-1,0.0
575,-1,-1,-1,0.0
575,-1,-1,-1,0.0
575,-1,-1,-1,0.0
575,-1,-1,-1,0.0
575,-1,-1,-1,0.0
575,-1,-1,-1,0.0
575,-1,-1,-1,0.0
575,-1,-1,-1,0.0
575,-1,-1,-1,0.0
575,-1,-1,-1,0.0
575,-1,-1,-1,0.0
575,-1,-1,-1,0.0
575,-1,-1,-1,0.0
575,-1,-1,-1,0.0
575,-1,-1,-1,0.0
575,-1,-1,-1,0.0
575,-1,-1,-1,0.0
575,-1,-1,-1,0.0
575,-1,-1,-1,1.0975646971999993
575,-1,-1,-1,0.0
575,-1,-1,-1,0.0
575,-1,-1,-1,0.9756088257000072
575,-1,-1,-1,0.0
575,-1,-1,-1,0.0
575,-1,-1,-1,0.7317123412999962
575,-1,-1,-1,0.0
575,-1,-1,-1,0.0
575,-1,-1,-1,0.0
575,-1,-1,-1,0.0
575,-1,-1,-1,0.0
575,-1,-1,-1,0.0
575,-1,-1,-1,0.0
575,-1,-1,-1,0.0
575,-1,-1,-1,0.0
588,-1,-1,-1,0.0
588,-1,-1,-1,0.0
